doc_id,UMAP1,UMAP2,cluster_kmeans,cluster_hdbscan
487,3.630069042114003,-3.3515414968417065,7,3
488,1.9408440836942036,3.961090825469695,6,3
489,-0.5570778003657024,5.6025037988736255,8,3
490,3.188883329299672,0.18693514910479592,7,3
491,-0.8162073842013042,-4.282964684097566,5,3
492,-0.08744434032084161,-6.184813000290193,4,3
493,0.08350596812127417,5.7784657701565845,6,3
494,3.440648818877919,-0.8346384540484328,7,3
495,0.5260232337987263,-5.963839508621492,4,3
496,3.2155845412289934,0.14176132527133034,7,3
497,3.104578996566518,0.13647421446581887,7,3
498,2.925195003417714,-1.9593596235201736,7,3
499,2.082367444900258,7.758514903457366,6,3
500,3.6726885088956194,-3.0886869207308667,7,3
501,1.977876926330312,-4.471224762527742,4,3
502,1.9102360257184345,-0.31730053576687767,2,3
503,1.657550598052724,-5.23951718959073,4,3
504,3.4844587096249895,-3.3910774961398022,7,3
505,3.3892693766629534,0.46717675772448586,1,3
506,3.6654446372067766,0.03671427813311623,7,3
507,2.376483941940053,-1.7387847677157302,7,3
508,3.0127911814725237,-0.09462103995541526,7,3
509,3.572204852966054,6.794378302962981,6,1
510,3.7992213019406633,-3.500182129471101,7,3
511,-2.7116868248903914,-4.305128075210847,5,3
512,-1.5513539067232769,-3.619026638595857,5,3
513,3.1088276156461077,-4.908050037948884,4,3
514,0.7480643638646443,6.366364978225432,6,3
515,-0.37597403440119437,6.92533352223178,8,3
516,0.42636069145558664,6.602385066421233,6,3
517,2.909814144042714,-1.2963442579195876,7,3
518,3.4361753710782366,-2.1330146566317456,7,3
519,-0.38259465012194327,-0.0992034450457473,2,3
520,3.6525826701199846,0.13657047596713112,7,3
521,1.4088813313519795,0.4304315074994187,1,3
522,3.0872073420560198,-5.776174046127595,4,3
523,-0.9895358434641521,6.850025676162444,8,3
524,1.459547782806142,-5.497516609756746,4,3
525,-1.1049418202364605,1.7584609612538438,1,3
526,-0.3290841630423229,5.719093821914397,8,3
527,2.1925034770047502,-0.354159571258821,2,3
528,2.3235371359860735,0.28203167763491677,1,3
529,3.2446027049100237,-3.55696103724698,7,3
530,-1.8452532044375103,-5.434932209579744,5,3
531,3.3409955748593645,-0.5028617158816238,7,3
532,1.069057608512624,-4.3317541852877515,4,3
533,3.4633193263089495,-0.6389921680376907,7,3
534,3.2290852316891985,-6.21165607127408,4,3
535,0.17660733547566718,-5.144463993637361,4,3
536,-2.9316360703432722,-3.028443791000642,5,3
537,-3.047919487091319,-1.1916551366732497,3,3
538,2.7303173789059954,-0.7058317438052077,7,3
539,-0.867915367218272,-2.725878216354646,2,3
540,-0.05093597385527307,-2.048556543915071,2,3
541,0.17913889375088995,2.3604771122052295,1,3
542,0.0642560967480976,-0.34128472956875755,2,3
543,1.2855278500592549,0.5976173206879716,1,3
544,-1.038788353534953,-7.164462067215242,4,0
545,4.204469467071279,-1.6141793504641433,7,3
546,1.8597835549390156,0.5246279462887864,1,3
547,-1.9590446701967876,-3.5655216947482007,5,3
548,-3.6940250149691267,-0.6506562009737868,3,3
549,-0.18900893393398935,-5.752974487869539,4,3
550,3.5393667468106584,-1.2395787015841384,7,3
551,1.9872606047665913,-3.459560371963777,4,3
552,-1.6400434723818462,-2.842974163620271,5,3
553,0.13552391019223517,0.8127297535254578,1,3
554,2.0580525645291643,-0.3980294242785354,2,3
555,3.648177410033925,6.697790645034514,6,1
556,0.2070630737817127,1.2696304246499162,1,3
557,1.095773244765981,0.847350306780539,1,3
558,0.1929797479188282,5.421252272994719,6,3
559,0.996660614875539,0.09897192564745949,2,3
560,2.5630772360837297,-1.3054189458773513,7,3
561,3.2311773547208147,-1.9322674051211257,7,3
562,1.972564483550771,5.266579173476897,6,3
563,2.9412253150021868,-5.86531589183072,4,3
564,-0.27486502143980673,0.03844281283160256,2,3
565,2.532604480651601,-1.0524084344790359,7,3
566,0.4594370373761494,5.365678809554778,6,3
567,-0.6472693434679668,-6.291888214676179,4,3
568,2.407628322509511,-3.506858326523103,7,3
569,3.5511818179166155,6.806478999526702,6,1
570,-1.5168838253939312,0.51376273480197,3,3
571,2.316640878585561,-0.8821930662081618,7,3
